"Plot","RecNo","Day","Month","Hour","Min","CO2_Ref","mb_Ref","mbR_Temp","Input_A","Input_B","Input_C","Input_D","Input_E","Input_F","Input_G","Input_H","ATMP","Probe Type","filename","Sec"
15,15,18,7,12,8,849,0,0,0,0,23.1,21,67,0.3,2,0,1013,8,"July182013P22 (copy).dat",140
15,16,18,7,12,8,851,0,0,0,0,23.1,23,72,0.31,2,0,1013,8,"July182013P22 (copy).dat",150
15,17,18,7,12,8,854,0,0,0,0,23.1,26,76,0.32,2,0,1013,8,"July182013P22 (copy).dat",160
15,18,18,7,12,8,856,0,0,0,0,23.1,28,81,0.33,2,0,1013,8,"July182013P22 (copy).dat",170
15,19,18,7,12,8,857,0,0,0,0,23.1,30,86,0.34,2,0,1014,8,"July182013P22 (copy).dat",180
15,20,18,7,12,9,860,0,0,0,0,23.1,33,91,0.34,2,0,1013,8,"July182013P22 (copy).dat",190
15,21,18,7,12,9,862,0,0,0,0,23.1,35,96,0.35,2,0,1013,8,"July182013P22 (copy).dat",200
15,22,18,7,12,9,865,0,0,0,0,23.1,37,100,0.36,2,0,1013,8,"July182013P22 (copy).dat",210
15,23,18,7,12,9,867,0,0,0,0,23.1,40,105,0.36,2,0,1013,8,"July182013P22 (copy).dat",220
15,24,18,7,12,9,869,0,0,0,0,23,42,110,0.37,2,0,1013,8,"July182013P22 (copy).dat",230
15,25,18,7,12,9,870,0,0,0,0,23,45,115,0.37,2,0,1014,8,"July182013P22 (copy).dat",240
15,26,18,7,12,9,874,0,0,0,0,23,47,120,0.38,2,0,1013,8,"July182013P22 (copy).dat",250
15,27,18,7,12,9,876,0,0,0,0,23,50,124,0.38,2,0,1013,8,"July182013P22 (copy).dat",260
15,28,18,7,12,9,877,0,0,0,0,23,52,129,0.38,2,0,1014,8,"July182013P22 (copy).dat",270
15,29,18,7,12,9,879,0,0,0,0,23,54,134,0.39,2,0,1014,8,"July182013P22 (copy).dat",280
15,30,18,7,12,9,883,0,0,0,0,23,57,139,0.39,2,0,1013,8,"July182013P22 (copy).dat",290
15,31,18,7,12,9,885,0,0,0,0,23,59,144,0.4,2,0,1013,8,"July182013P22 (copy).dat",300
15,32,18,7,12,10,887,0,0,0,0,23,62,148,0.4,2,0,1013,8,"July182013P22 (copy).dat",310
15,33,18,7,12,10,888,0,0,0,0,23,64,153,0.4,2,0,1014,8,"July182013P22 (copy).dat",320
16,1,18,7,12,3,543,0,0,0,0,29.1,0,0,0,0,0,1013,8,"July182013P22 (copy).dat",0
16,2,18,7,12,3,553,0,0,0,0,29,0,4,0,0,0,1013,8,"July182013P22 (copy).dat",10
16,3,18,7,12,3,561,0,0,0,0,29,0,9,0,0,0,1013,8,"July182013P22 (copy).dat",20
16,4,18,7,12,4,571,0,0,0,0,29,27,14,1.7,2,0,1013,8,"July182013P22 (copy).dat",30
16,5,18,7,12,4,580,0,0,0,0,28.9,36,19,1.77,2,0,1013,8,"July182013P22 (copy).dat",40
16,6,18,7,12,4,590,0,0,0,0,28.9,46,24,1.73,2,0,1013,8,"July182013P22 (copy).dat",50
16,7,18,7,12,4,600,0,0,0,0,28.9,56,28,1.72,2,0,1013,8,"July182013P22 (copy).dat",60
16,8,18,7,12,4,609,0,0,0,0,28.9,66,33,1.8,2,0,1013,8,"July182013P22 (copy).dat",70
16,9,18,7,12,4,620,0,0,0,0,28.8,76,38,1.79,2,0,1013,8,"July182013P22 (copy).dat",80
16,10,18,7,12,4,630,0,0,0,0,28.8,86,43,1.79,2,0,1013,8,"July182013P22 (copy).dat",90
16,11,18,7,12,4,639,0,0,0,0,28.8,96,48,1.83,2,0,1013,8,"July182013P22 (copy).dat",100
16,12,18,7,12,4,650,0,0,0,0,28.8,106,52,1.84,2,0,1013,8,"July182013P22 (copy).dat",110
16,13,18,7,12,4,660,0,0,0,0,28.8,117,57,1.85,2,0,1013,8,"July182013P22 (copy).dat",120
16,14,18,7,12,4,668,0,0,0,0,28.8,126,62,1.89,2,0,1013,8,"July182013P22 (copy).dat",130
16,15,18,7,12,4,679,0,0,0,0,28.7,136,67,1.89,2,0,1013,8,"July182013P22 (copy).dat",140
16,16,18,7,12,4,690,0,0,0,0,28.7,146,72,1.89,2,0,1013,8,"July182013P22 (copy).dat",150
16,17,18,7,12,5,699,0,0,0,0,28.7,156,76,1.9,2,0,1013,8,"July182013P22 (copy).dat",160
16,18,18,7,12,5,709,0,0,0,0,28.7,166,81,1.9,2,0,1013,8,"July182013P22 (copy).dat",170
16,19,18,7,12,5,718,0,0,0,0,28.7,176,86,1.92,2,0,1013,8,"July182013P22 (copy).dat",180
16,20,18,7,12,5,727,0,0,0,0,28.7,185,91,1.94,2,0,1013,8,"July182013P22 (copy).dat",190
16,21,18,7,12,5,737,0,0,0,0,28.7,195,96,1.94,2,0,1013,8,"July182013P22 (copy).dat",200
16,22,18,7,12,5,747,0,0,0,0,28.7,205,100,1.95,2,0,1013,8,"July182013P22 (copy).dat",210
16,23,18,7,12,5,757,0,0,0,0,28.7,215,105,1.95,2,0,1013,8,"July182013P22 (copy).dat",220
16,24,18,7,12,5,767,0,0,0,0,28.7,225,110,1.95,2,0,1013,8,"July182013P22 (copy).dat",230
16,25,18,7,12,5,778,0,0,0,0,28.6,235,115,1.94,2,0,1013,8,"July182013P22 (copy).dat",240
16,26,18,7,12,5,788,0,0,0,0,28.6,245,120,1.93,2,0,1013,8,"July182013P22 (copy).dat",250
16,27,18,7,12,5,796,0,0,0,0,28.6,255,124,1.94,2,0,1013,8,"July182013P22 (copy).dat",260
16,28,18,7,12,5,806,0,0,0,0,28.6,264,129,1.95,2,0,1013,8,"July182013P22 (copy).dat",270
16,29,18,7,12,6,816,0,0,0,0,28.6,274,134,1.95,2,0,1013,8,"July182013P22 (copy).dat",280
16,30,18,7,12,6,828,0,0,0,0,28.6,284,139,1.95,2,0,1013,8,"July182013P22 (copy).dat",290
16,31,18,7,12,6,838,0,0,0,0,28.6,294,144,1.94,2,0,1013,8,"July182013P22 (copy).dat",300
16,32,18,7,12,6,846,0,0,0,0,28.6,304,148,1.95,2,0,1013,8,"July182013P22 (copy).dat",310
16,33,18,7,12,6,855,0,0,0,0,28.6,314,153,1.95,2,0,1013,8,"July182013P22 (copy).dat",320
24,1,18,7,13,23,460,0,0,0,0,28.4,0,0,0,2,0,1013,8,"July182013P22 (copy).dat",0
24,2,18,7,13,23,461,0,0,0,0,28.4,0,4,0,2,0,1013,8,"July182013P22 (copy).dat",10
24,3,18,7,13,23,463,0,0,0,0,28.4,0,9,0,2,0,1013,8,"July182013P22 (copy).dat",20
24,4,18,7,13,23,464,0,0,0,0,28.4,4,14,0.28,2,0,1013,8,"July182013P22 (copy).dat",30
24,5,18,7,13,23,465,0,0,0,0,28.4,5,19,0.28,2,0,1013,8,"July182013P22 (copy).dat",40
24,6,18,7,13,24,467,0,0,0,0,28.4,6,24,0.27,2,0,1013,8,"July182013P22 (copy).dat",50
24,7,18,7,13,24,468,0,0,0,0,28.4,8,28,0.28,2,0,1013,8,"July182013P22 (copy).dat",60
24,8,18,7,13,24,469,0,0,0,0,28.4,9,33,0.27,2,0,1013,8,"July182013P22 (copy).dat",70
24,9,18,7,13,24,471,0,0,0,0,28.4,11,38,0.27,2,0,1013,8,"July182013P22 (copy).dat",80
24,10,18,7,13,24,472,0,0,0,0,28.4,12,43,0.27,2,0,1013,8,"July182013P22 (copy).dat",90
24,11,18,7,13,24,473,0,0,0,0,28.5,13,48,0.27,2,0,1013,8,"July182013P22 (copy).dat",100
24,12,18,7,13,24,475,0,0,0,0,28.5,14,52,0.27,2,0,1013,8,"July182013P22 (copy).dat",110
24,13,18,7,13,24,476,0,0,0,0,28.5,16,57,0.27,2,0,1013,8,"July182013P22 (copy).dat",120
24,14,18,7,13,24,477,0,0,0,0,28.5,17,62,0.26,2,0,1013,8,"July182013P22 (copy).dat",130
24,15,18,7,13,24,478,0,0,0,0,28.5,18,67,0.26,2,0,1013,8,"July182013P22 (copy).dat",140
24,16,18,7,13,24,479,0,0,0,0,28.5,19,72,0.26,2,0,1013,8,"July182013P22 (copy).dat",150
24,17,18,7,13,24,480,0,0,0,0,28.5,20,76,0.26,2,0,1014,8,"July182013P22 (copy).dat",160
24,18,18,7,13,25,480,0,0,0,0,28.5,21,81,0.25,2,0,1013,8,"July182013P22 (copy).dat",170
24,19,18,7,13,25,480,0,0,0,0,28.5,21,86,0.24,2,0,1013,8,"July182013P22 (copy).dat",180
24,20,18,7,13,25,482,0,0,0,0,28.5,22,91,0.23,2,0,1013,8,"July182013P22 (copy).dat",190
24,21,18,7,13,25,483,0,0,0,0,28.6,23,96,0.23,2,0,1013,8,"July182013P22 (copy).dat",200
24,22,18,7,13,25,484,0,0,0,0,28.6,24,100,0.23,2,0,1013,8,"July182013P22 (copy).dat",210
24,23,18,7,13,25,486,0,0,0,0,28.6,25,105,0.23,2,0,1013,8,"July182013P22 (copy).dat",220
24,24,18,7,13,25,487,0,0,0,0,28.6,26,110,0.23,2,0,1013,8,"July182013P22 (copy).dat",230
24,25,18,7,13,25,488,0,0,0,0,28.6,27,115,0.22,2,0,1013,8,"July182013P22 (copy).dat",240
24,26,18,7,13,25,490,0,0,0,0,28.6,28,120,0.22,2,0,1013,8,"July182013P22 (copy).dat",250
24,27,18,7,13,25,491,0,0,0,0,28.6,29,124,0.22,2,0,1013,8,"July182013P22 (copy).dat",260
24,28,18,7,13,25,492,0,0,0,0,28.6,30,129,0.23,2,0,1013,8,"July182013P22 (copy).dat",270
24,29,18,7,13,25,494,0,0,0,0,28.6,32,134,0.23,2,0,1013,8,"July182013P22 (copy).dat",280
24,30,18,7,13,25,492,0,0,0,0,28.6,32,139,0.22,2,0,1013,8,"July182013P22 (copy).dat",290
24,31,18,7,13,26,495,0,0,0,0,28.7,33,144,0.22,2,0,1013,8,"July182013P22 (copy).dat",300
24,32,18,7,13,26,496,0,0,0,0,28.7,34,148,0.22,2,0,1013,8,"July182013P22 (copy).dat",310
24,33,18,7,13,26,497,0,0,0,0,28.7,36,153,0.22,2,0,1013,8,"July182013P22 (copy).dat",320
25,1,18,7,13,26,410,0,0,0,0,25.3,0,0,0,2,0,1013,8,"July182013P22 (copy).dat",0
25,2,18,7,13,27,418,0,0,0,0,25.1,0,4,0,2,0,1013,8,"July182013P22 (copy).dat",10
25,3,18,7,13,27,423,0,0,0,0,24.9,0,9,0,2,0,1013,8,"July182013P22 (copy).dat",20
25,4,18,7,13,27,428,0,0,0,0,24.8,16,14,1.47,2,0,1013,8,"July182013P22 (copy).dat",30
25,5,18,7,13,27,432,0,0,0,0,24.7,21,19,1.38,2,0,1013,8,"July182013P22 (copy).dat",40
25,6,18,7,13,27,437,0,0,0,0,24.6,25,24,1.29,2,0,1013,8,"July182013P22 (copy).dat",50
25,7,18,7,13,27,441,0,0,0,0,24.5,30,28,1.25,2,0,1013,8,"July182013P22 (copy).dat",60
25,8,18,7,13,27,446,0,0,0,0,24.4,34,33,1.2,2,0,1013,8,"July182013P22 (copy).dat",70
25,9,18,7,13,27,450,0,0,0,0,24.4,38,38,1.17,2,0,1013,8,"July182013P22 (copy).dat",80
25,10,18,7,13,27,454,0,0,0,0,24.3,42,43,1.14,2,0,1013,8,"July182013P22 (copy).dat",90
25,11,18,7,13,27,459,0,0,0,0,24.3,46,48,1.11,2,0,1013,8,"July182013P22 (copy).dat",100
25,12,18,7,13,27,463,0,0,0,0,24.2,50,52,1.09,2,0,1013,8,"July182013P22 (copy).dat",110
25,13,18,7,13,27,467,0,0,0,0,24.2,55,57,1.06,2,0,1013,8,"July182013P22 (copy).dat",120
25,14,18,7,13,28,472,0,0,0,0,24.1,59,62,1.04,2,0,1013,8,"July182013P22 (copy).dat",130
25,15,18,7,13,28,476,0,0,0,0,24.1,63,67,1.03,2,0,1013,8,"July182013P22 (copy).dat",140
25,16,18,7,13,28,480,0,0,0,0,24.1,67,72,1.02,2,0,1013,8,"July182013P22 (copy).dat",150
25,17,18,7,13,28,484,0,0,0,0,24,71,76,1.01,2,0,1013,8,"July182013P22 (copy).dat",160
25,18,18,7,13,28,488,0,0,0,0,24,75,81,1,2,0,1013,8,"July182013P22 (copy).dat",170
25,19,18,7,13,28,492,0,0,0,0,24,79,86,0.99,2,0,1013,8,"July182013P22 (copy).dat",180
25,20,18,7,13,28,497,0,0,0,0,24,83,91,0.98,2,0,1013,8,"July182013P22 (copy).dat",190
25,21,18,7,13,28,501,0,0,0,0,23.9,87,96,0.98,2,0,1013,8,"July182013P22 (copy).dat",200
25,22,18,7,13,28,505,0,0,0,0,23.9,92,100,0.97,2,0,1013,8,"July182013P22 (copy).dat",210
25,23,18,7,13,28,509,0,0,0,0,23.9,96,105,0.96,2,0,1013,8,"July182013P22 (copy).dat",220
25,24,18,7,13,28,514,0,0,0,0,23.9,100,110,0.96,2,0,1013,8,"July182013P22 (copy).dat",230
25,25,18,7,13,28,518,0,0,0,0,23.9,104,115,0.95,2,0,1013,8,"July182013P22 (copy).dat",240
25,26,18,7,13,28,522,0,0,0,0,23.8,108,120,0.95,2,0,1013,8,"July182013P22 (copy).dat",250
25,27,18,7,13,29,526,0,0,0,0,23.8,112,124,0.94,2,0,1013,8,"July182013P22 (copy).dat",260
25,28,18,7,13,29,530,0,0,0,0,23.8,116,129,0.94,2,0,1013,8,"July182013P22 (copy).dat",270
25,29,18,7,13,29,534,0,0,0,0,23.8,120,134,0.93,2,0,1013,8,"July182013P22 (copy).dat",280
25,30,18,7,13,29,539,0,0,0,0,23.8,124,139,0.93,2,0,1013,8,"July182013P22 (copy).dat",290
25,31,18,7,13,29,542,0,0,0,0,23.8,129,144,0.93,2,0,1013,8,"July182013P22 (copy).dat",300
25,32,18,7,13,29,546,0,0,0,0,23.8,133,148,0.93,2,0,1013,8,"July182013P22 (copy).dat",310
25,33,18,7,13,29,551,0,0,0,0,23.8,137,153,0.93,2,0,1013,8,"July182013P22 (copy).dat",320
26,1,18,7,13,31,428,0,0,0,0,26,0,0,0,2,0,1013,8,"July182013P22 (copy).dat",0
26,2,18,7,13,31,430,0,0,0,0,26,0,4,0,2,0,1013,8,"July182013P22 (copy).dat",10
26,3,18,7,13,31,433,0,0,0,0,26,0,9,0,2,0,1013,8,"July182013P22 (copy).dat",20
26,4,18,7,13,31,435,0,0,0,0,26,7,14,0.53,2,0,1013,8,"July182013P22 (copy).dat",30
26,5,18,7,13,31,438,0,0,0,0,26,10,19,0.52,2,0,1013,8,"July182013P22 (copy).dat",40
26,6,18,7,13,31,440,0,0,0,0,26,12,24,0.52,2,0,1013,8,"July182013P22 (copy).dat",50
26,7,18,7,13,31,443,0,0,0,0,26,15,28,0.51,2,0,1013,8,"July182013P22 (copy).dat",60
26,8,18,7,13,31,445,0,0,0,0,26,17,33,0.5,2,0,1013,8,"July182013P22 (copy).dat",70
26,9,18,7,13,31,447,0,0,0,0,25.9,19,38,0.51,2,0,1013,8,"July182013P22 (copy).dat",80
26,10,18,7,13,31,450,0,0,0,0,25.9,22,43,0.51,2,0,1013,8,"July182013P22 (copy).dat",90
26,11,18,7,13,31,452,0,0,0,0,25.9,24,48,0.51,2,0,1013,8,"July182013P22 (copy).dat",100
26,12,18,7,13,32,455,0,0,0,0,25.9,27,52,0.51,2,0,1013,8,"July182013P22 (copy).dat",110
26,13,18,7,13,32,457,0,0,0,0,25.9,29,57,0.51,2,0,1013,8,"July182013P22 (copy).dat",120
26,14,18,7,13,32,459,0,0,0,0,25.9,31,62,0.51,2,0,1013,8,"July182013P22 (copy).dat",130
26,15,18,7,13,32,462,0,0,0,0,25.9,34,67,0.51,2,0,1013,8,"July182013P22 (copy).dat",140
26,16,18,7,13,32,464,0,0,0,0,25.9,36,72,0.51,2,0,1013,8,"July182013P22 (copy).dat",150
26,17,18,7,13,32,467,0,0,0,0,25.9,38,76,0.51,2,0,1013,8,"July182013P22 (copy).dat",160
26,18,18,7,13,32,469,0,0,0,0,25.9,41,81,0.5,2,0,1013,8,"July182013P22 (copy).dat",170
26,19,18,7,13,32,471,0,0,0,0,25.9,43,86,0.5,2,0,1013,8,"July182013P22 (copy).dat",180
26,20,18,7,13,32,473,0,0,0,0,25.9,45,91,0.5,2,0,1013,8,"July182013P22 (copy).dat",190
26,21,18,7,13,32,476,0,0,0,0,25.9,48,96,0.51,2,0,1013,8,"July182013P22 (copy).dat",200
26,22,18,7,13,32,478,0,0,0,0,25.9,50,100,0.51,2,0,1013,8,"July182013P22 (copy).dat",210
26,23,18,7,13,32,480,0,0,0,0,25.9,52,105,0.51,2,0,1013,8,"July182013P22 (copy).dat",220
26,24,18,7,13,32,482,0,0,0,0,25.9,54,110,0.51,2,0,1013,8,"July182013P22 (copy).dat",230
26,25,18,7,13,33,484,0,0,0,0,25.9,56,115,0.51,2,0,1013,8,"July182013P22 (copy).dat",240
26,26,18,7,13,33,487,0,0,0,0,25.9,59,120,0.51,2,0,1013,8,"July182013P22 (copy).dat",250
26,27,18,7,13,33,489,0,0,0,0,25.9,61,124,0.51,2,0,1013,8,"July182013P22 (copy).dat",260
26,28,18,7,13,33,491,0,0,0,0,25.9,63,129,0.51,2,0,1013,8,"July182013P22 (copy).dat",270
26,29,18,7,13,33,493,0,0,0,0,25.9,65,134,0.51,2,0,1013,8,"July182013P22 (copy).dat",280
26,30,18,7,13,33,496,0,0,0,0,25.9,67,139,0.51,2,0,1013,8,"July182013P22 (copy).dat",290
26,31,18,7,13,33,498,0,0,0,0,25.9,69,144,0.5,2,0,1013,8,"July182013P22 (copy).dat",300
26,32,18,7,13,33,500,0,0,0,0,25.9,72,148,0.5,2,0,1013,8,"July182013P22 (copy).dat",310
26,33,18,7,13,33,502,0,0,0,0,25.9,74,153,0.5,2,0,1013,8,"July182013P22 (copy).dat",320
34,1,18,7,13,19,429,0,0,0,0,25.9,0,0,0,2,0,1013,8,"July182013P22 (copy).dat",0
34,2,18,7,13,19,429,0,0,0,0,25.9,0,4,0,2,0,1013,8,"July182013P22 (copy).dat",10
34,3,18,7,13,19,430,0,0,0,0,25.9,0,9,0,2,0,1013,8,"July182013P22 (copy).dat",20
34,4,18,7,13,19,430,0,0,0,0,26,1,14,0.1,2,0,1013,8,"July182013P22 (copy).dat",30
34,5,18,7,13,19,431,0,0,0,0,26,2,19,0.1,2,0,1013,8,"July182013P22 (copy).dat",40
34,6,18,7,13,19,431,0,0,0,0,26,2,24,0.1,2,0,1013,8,"July182013P22 (copy).dat",50
34,7,18,7,13,19,432,0,0,0,0,26,3,28,0.1,2,0,1013,8,"July182013P22 (copy).dat",60
34,8,18,7,13,20,432,0,0,0,0,26,3,33,0.1,2,0,1013,8,"July182013P22 (copy).dat",70
34,9,18,7,13,20,433,0,0,0,0,26.1,4,38,0.1,2,0,1013,8,"July182013P22 (copy).dat",80
34,10,18,7,13,20,433,0,0,0,0,26.1,4,43,0.1,2,0,1013,8,"July182013P22 (copy).dat",90
34,11,18,7,13,20,434,0,0,0,0,26.1,5,48,0.1,2,0,1013,8,"July182013P22 (copy).dat",100
34,12,18,7,13,20,435,0,0,0,0,26.1,5,52,0.1,2,0,1013,8,"July182013P22 (copy).dat",110
34,13,18,7,13,20,435,0,0,0,0,26.1,6,57,0.1,2,0,1013,8,"July182013P22 (copy).dat",120
34,14,18,7,13,20,436,0,0,0,0,26.1,6,62,0.1,2,0,1013,8,"July182013P22 (copy).dat",130
34,15,18,7,13,20,436,0,0,0,0,26.2,7,67,0.1,2,0,1013,8,"July182013P22 (copy).dat",140
34,16,18,7,13,20,437,0,0,0,0,26.2,8,72,0.1,2,0,1013,8,"July182013P22 (copy).dat",150
34,17,18,7,13,20,437,0,0,0,0,26.2,8,76,0.1,2,0,1013,8,"July182013P22 (copy).dat",160
34,18,18,7,13,20,438,0,0,0,0,26.2,9,81,0.1,2,0,1013,8,"July182013P22 (copy).dat",170
34,19,18,7,13,20,438,0,0,0,0,26.2,9,86,0.1,2,0,1013,8,"July182013P22 (copy).dat",180
34,20,18,7,13,20,438,0,0,0,0,26.3,9,91,0.1,2,0,1013,8,"July182013P22 (copy).dat",190
34,21,18,7,13,21,439,0,0,0,0,26.3,10,96,0.1,2,0,1013,8,"July182013P22 (copy).dat",200
34,22,18,7,13,21,439,0,0,0,0,26.3,10,100,0.1,2,0,1013,8,"July182013P22 (copy).dat",210
34,23,18,7,13,21,440,0,0,0,0,26.3,11,105,0.1,2,0,1013,8,"July182013P22 (copy).dat",220
34,24,18,7,13,21,440,0,0,0,0,26.3,11,110,0.1,2,0,1013,8,"July182013P22 (copy).dat",230
34,25,18,7,13,21,441,0,0,0,0,26.4,12,115,0.1,2,0,1013,8,"July182013P22 (copy).dat",240
34,26,18,7,13,21,441,0,0,0,0,26.4,12,120,0.1,2,0,1013,8,"July182013P22 (copy).dat",250
34,27,18,7,13,21,442,0,0,0,0,26.4,13,124,0.1,2,0,1013,8,"July182013P22 (copy).dat",260
34,28,18,7,13,21,442,0,0,0,0,26.4,13,129,0.1,2,0,1013,8,"July182013P22 (copy).dat",270
34,29,18,7,13,21,443,0,0,0,0,26.4,14,134,0.1,2,0,1013,8,"July182013P22 (copy).dat",280
34,30,18,7,13,21,443,0,0,0,0,26.5,14,139,0.1,2,0,1013,8,"July182013P22 (copy).dat",290
34,31,18,7,13,21,444,0,0,0,0,26.5,15,144,0.1,2,0,1013,8,"July182013P22 (copy).dat",300
34,32,18,7,13,21,444,0,0,0,0,26.5,15,148,0.1,2,0,1013,8,"July182013P22 (copy).dat",310
34,33,18,7,13,22,445,0,0,0,0,26.5,16,153,0.1,2,0,1013,8,"July182013P22 (copy).dat",320
35,1,18,7,13,15,466,0,0,0,0,24.7,0,0,0,2,0,1013,8,"July182013P22 (copy).dat",0
35,2,18,7,13,15,471,0,0,0,0,24.6,0,4,0,2,0,1013,8,"July182013P22 (copy).dat",10
35,3,18,7,13,15,475,0,0,0,0,24.4,0,9,0,2,0,1013,8,"July182013P22 (copy).dat",20
35,4,18,7,13,15,480,0,0,0,0,24.3,14,14,1.04,2,0,1013,8,"July182013P22 (copy).dat",30
35,5,18,7,13,16,485,0,0,0,0,24.2,19,19,1.02,2,0,1013,8,"July182013P22 (copy).dat",40
35,6,18,7,13,16,489,0,0,0,0,24.1,23,24,1,2,0,1013,8,"July182013P22 (copy).dat",50
35,7,18,7,13,16,494,0,0,0,0,24.1,28,28,0.98,2,0,1013,8,"July182013P22 (copy).dat",60
35,8,18,7,13,16,499,0,0,0,0,24,33,33,0.97,2,0,1013,8,"July182013P22 (copy).dat",70
35,9,18,7,13,16,504,0,0,0,0,24,38,38,0.96,2,0,1013,8,"July182013P22 (copy).dat",80
35,10,18,7,13,16,509,0,0,0,0,23.9,42,43,0.96,2,0,1013,8,"July182013P22 (copy).dat",90
35,11,18,7,13,16,513,0,0,0,0,23.9,47,48,0.96,2,0,1013,8,"July182013P22 (copy).dat",100
35,12,18,7,13,16,518,0,0,0,0,23.8,52,52,0.96,2,0,1013,8,"July182013P22 (copy).dat",110
35,13,18,7,13,16,523,0,0,0,0,23.8,57,57,0.96,2,0,1013,8,"July182013P22 (copy).dat",120
35,14,18,7,13,16,528,0,0,0,0,23.8,61,62,0.96,2,0,1013,8,"July182013P22 (copy).dat",130
35,15,18,7,13,16,533,0,0,0,0,23.7,66,67,0.95,2,0,1013,8,"July182013P22 (copy).dat",140
35,16,18,7,13,16,537,0,0,0,0,23.7,71,72,0.96,2,0,1013,8,"July182013P22 (copy).dat",150
35,17,18,7,13,16,542,0,0,0,0,23.7,76,76,0.96,2,0,1013,8,"July182013P22 (copy).dat",160
35,18,18,7,13,17,547,0,0,0,0,23.6,80,81,0.96,2,0,1013,8,"July182013P22 (copy).dat",170
35,19,18,7,13,17,551,0,0,0,0,23.6,85,86,0.96,2,0,1013,8,"July182013P22 (copy).dat",180
35,20,18,7,13,17,556,0,0,0,0,23.6,90,91,0.96,2,0,1013,8,"July182013P22 (copy).dat",190
35,21,18,7,13,17,560,0,0,0,0,23.6,94,96,0.96,2,0,1013,8,"July182013P22 (copy).dat",200
35,22,18,7,13,17,565,0,0,0,0,23.6,99,100,0.96,2,0,1013,8,"July182013P22 (copy).dat",210
35,23,18,7,13,17,570,0,0,0,0,23.5,104,105,0.96,2,0,1013,8,"July182013P22 (copy).dat",220
35,24,18,7,13,17,574,0,0,0,0,23.5,108,110,0.96,2,0,1013,8,"July182013P22 (copy).dat",230
35,25,18,7,13,17,579,0,0,0,0,23.5,113,115,0.96,2,0,1013,8,"July182013P22 (copy).dat",240
35,26,18,7,13,17,584,0,0,0,0,23.5,118,120,0.96,2,0,1013,8,"July182013P22 (copy).dat",250
35,27,18,7,13,17,588,0,0,0,0,23.5,122,124,0.97,2,0,1013,8,"July182013P22 (copy).dat",260
35,28,18,7,13,17,593,0,0,0,0,23.5,127,129,0.97,2,0,1013,8,"July182013P22 (copy).dat",270
35,29,18,7,13,17,597,0,0,0,0,23.5,131,134,0.97,2,0,1013,8,"July182013P22 (copy).dat",280
35,30,18,7,13,18,602,0,0,0,0,23.4,136,139,0.97,2,0,1013,8,"July182013P22 (copy).dat",290
35,31,18,7,13,18,606,0,0,0,0,23.4,140,144,0.97,2,0,1013,8,"July182013P22 (copy).dat",300
35,32,18,7,13,18,611,0,0,0,0,23.4,145,148,0.97,2,0,1013,8,"July182013P22 (copy).dat",310
35,33,18,7,13,18,616,0,0,0,0,23.4,149,153,0.97,2,0,1013,8,"July182013P22 (copy).dat",320
36,1,18,7,13,12,407,0,0,0,0,29.4,0,0,0,2,0,1013,8,"July182013P22 (copy).dat",0
36,2,18,7,13,12,416,0,0,0,0,29.4,0,4,0,2,0,1013,8,"July182013P22 (copy).dat",10
36,3,18,7,13,12,417,0,0,0,0,29.4,0,9,0,2,0,1013,8,"July182013P22 (copy).dat",20
36,4,18,7,13,12,418,0,0,0,0,29.4,10,14,1.94,2,0,1013,8,"July182013P22 (copy).dat",30
36,5,18,7,13,12,419,0,0,0,0,29.4,10,19,1.48,2,0,1013,8,"July182013P22 (copy).dat",40
36,6,18,7,13,12,419,0,0,0,0,29.4,10,24,1.19,2,0,1013,8,"July182013P22 (copy).dat",50
36,7,18,7,13,12,420,0,0,0,0,29.4,10,28,0.98,2,0,1013,8,"July182013P22 (copy).dat",60
36,8,18,7,13,12,421,0,0,0,0,29.4,10,33,0.82,2,0,1013,8,"July182013P22 (copy).dat",70
36,9,18,7,13,12,421,0,0,0,0,29.4,10,38,0.7,2,0,1013,8,"July182013P22 (copy).dat",80
36,10,18,7,13,12,422,0,0,0,0,29.4,11,43,0.61,2,0,1013,8,"July182013P22 (copy).dat",90
36,11,18,7,13,13,423,0,0,0,0,29.4,11,48,0.54,2,0,1013,8,"July182013P22 (copy).dat",100
36,12,18,7,13,13,424,0,0,0,0,29.4,11,52,0.49,2,0,1013,8,"July182013P22 (copy).dat",110
36,13,18,7,13,13,424,0,0,0,0,29.4,12,57,0.2,2,0,1013,8,"July182013P22 (copy).dat",120
36,14,18,7,13,13,425,0,0,0,0,29.3,12,62,0.19,2,0,1013,8,"July182013P22 (copy).dat",130
36,15,18,7,13,13,426,0,0,0,0,29.3,13,67,0.19,2,0,1013,8,"July182013P22 (copy).dat",140
36,16,18,7,13,13,426,0,0,0,0,29.3,13,72,0.18,2,0,1013,8,"July182013P22 (copy).dat",150
36,17,18,7,13,13,427,0,0,0,0,29.3,14,76,0.18,2,0,1013,8,"July182013P22 (copy).dat",160
36,18,18,7,13,13,428,0,0,0,0,29.3,14,81,0.17,2,0,1013,8,"July182013P22 (copy).dat",170
36,19,18,7,13,13,429,0,0,0,0,29.3,15,86,0.17,2,0,1013,8,"July182013P22 (copy).dat",180
36,20,18,7,13,13,429,0,0,0,0,29.3,16,91,0.17,2,0,1013,8,"July182013P22 (copy).dat",190
